,Category,Name,City,State,StateCode,Latitude,Longitude
361,cmp,kirkwood community outreach,Kirkwood,Missouri,MO,38.5789,-90.4203

362,cmp,barton county library,Lamar,Missouri,MO,37.4944,-94.2785

363,cmp,andrew county rotary club,Savannah,Missouri,MO,39.9390,-94.8279

364,cmp,sickle cell team-the costas center @ cardinal glennon children's hospital,St. louis,Missouri,MO,38.6358,-90.2451

365,cmp,sula country life club,Sula,Montana,MT,45.8452,-113.9629

366,cmp,keene head start,Keene,New hampshire,NH,42.9494,-72.2997

367,cmp,living end,Burlington,New jersey,NJ,40.0783,-74.8524

368,cmp,rotary club of burlington nj,Burlington,New jersey,NJ,40.0783,-74.8524

369,cmp,kearny elks 1050,Kearny,New jersey,NJ,40.7528,-74.1202

370,cmp,"knights of columbus, manchester nj",Manchester township,New jersey,NJ,39.9712,-74.3393

371,cmp,"in my care mentoring program, inc",Mays landing,New jersey,NJ,39.4524,-74.7241

372,cmp,green flag committee for children's charities,Millville,New jersey,NJ,39.3903,-75.0561

373,cmp,mcpk /montclair community pre-k,Montclair,New jersey,NJ,40.8428,-74.2014

374,cmp,kicks for kids,Newark,New jersey,NJ,40.7245,-74.1725

375,cmp,1968,Oaklyn,New jersey,NJ,39.9023,-75.0813

376,cmp,rotary club of paterson nj,Paterson,New jersey,NJ,40.9147,-74.1624

377,cmp,salem high school,Salem,New jersey,NJ,39.5681,-75.4724

378,cmp,stepping in the right direction,Willingboro township,New jersey,NJ,40.0288,-74.8916

379,cmp,youth development inc.,Albuquerque,New mexico,NM,35.1053,-106.6464

380,cmp,st marks in the valley day school,Albuquerque,New mexico,NM,35.1053,-106.6464

381,cmp,melloy honda,Farmington,New mexico,NM,36.7555,-108.1823

382,cmp,northern rivers,Albany,New york,NY,42.6664,-73.7987

383,cmp,mt moriah pentecostal church of god inc,Brooklyn,New york,NY,40.6501,-73.9496

384,cmp,st. paul pentecostal church youth department,Brooklyn,New york,NY,40.6501,-73.9496

385,cmp,granville t. woods ps 335,Brooklyn,New york,NY,40.6501,-73.9496

386,cmp,brooklyn public library,Brooklyn,New york,NY,40.6501,-73.9496

387,cmp,harvest house,Buffalo,New york,NY,42.9017,-78.8487

388,cmp,buffalo public schools #69,Buffalo,New york,NY,42.9017,-78.8487

389,cmp,i.s. 61 middle school,Corona,New york,NY,40.7450,-73.8643

390,cmp,cayuga medical center,Ithaca,New york,NY,42.4442,-76.5032

391,cmp,kingdom ambassadors global ministry,Lynbrook,New york,NY,40.6579,-73.6742

392,cmp,indian reservation,Mastic,New york,NY,40.8098,-72.8479

393,cmp,genesee valley educational partnership,Mount morris,New york,NY,42.7256,-77.8742

394,cmp,nypd/ssd,New york,New york,NY,40.6943,-73.9249

395,cmp,covenant church of the heights,New york,New york,NY,40.6943,-73.9249

396,cmp,city in the community,New york,New york,NY,40.6943,-73.9249

397,cmp,partnership with children,New york,New york,NY,40.6943,-73.9249

398,cmp,hudson guild,New york,New york,NY,40.6943,-73.9249

399,cmp,nyc department of education office of community schools,New york,New york,NY,40.6943,-73.9249

400,cmp,the bridge,New york,New york,NY,40.6943,-73.9249

401,cmp,p.s 46 arthur tappan school,New york,New york,NY,40.6943,-73.9249

402,cmp,st. lawrence county people project,Ogdensburg,New york,NY,44.7088,-75.4717

403,cmp,eliane garcia,Paulsboro,New jersey,NJ,39.8400,-75.2397

404,cmp,waterside school for leadership,Rockaway beach,New york,NY,40.5860,-73.8166

405,cmp,ronkonkoma rotary club,Ronkonkoma,New york,NY,40.8040,-73.1258

406,cmp,northeast parent and child society,Schenectady,New york,NY,42.8025,-73.9276

407,cmp,rotary club of staten island,Staten island,New york,NY,40.5834,-74.1496

408,cmp,high rollaz,Watervliet,New york,NY,42.7243,-73.7068

409,cmp,hickory grove christian school,Charlotte,North carolina,NC,35.2079,-80.8304

410,cmp,rotary-charlotte top of the week,Charlotte,North carolina,NC,35.2079,-80.8304

411,cmp,dallas-high shoals christian ministry,Dallas,North carolina,NC,35.3167,-81.1826

412,cmp,pay it forward with love,Enochville,North carolina,NC,35.5205,-80.6646

413,cmp,gastonia parish nurse ministry,Gastonia,North carolina,NC,35.2494,-81.1853

414,cmp,sga northeast high school,Mcleansville,North carolina,NC,36.1045,-79.6554

415,cmp,mount holly rotary club,Mount holly,North carolina,NC,35.3136,-81.0072

416,cmp,discover nc homes,Southport,North carolina,NC,33.9411,-78.0205

417,cmp,aep ohio,Canton,Ohio,OH,40.8076,-81.3678

418,cmp,"springwood lake camp club charities, inc",Canton,Ohio,OH,40.8076,-81.3678

419,cmp,constructconnect adopt a class,Cincinnati,Ohio,OH,39.1412,-84.5060

420,cmp,changing lives ministries,Cleveland,Ohio,OH,41.4767,-81.6805

421,cmp,"brightside academy ohio, llc.",Cleveland,Ohio,OH,41.4767,-81.6805

422,cmp,famicos foundation,Cleveland,Ohio,OH,41.4767,-81.6805

423,cmp,famicos foundation,Cleveland,Ohio,OH,41.4767,-81.6805

424,cmp,american legion auxiliary,Cleveland,Ohio,OH,41.4767,-81.6805

425,cmp,desire 2 dream,Cleveland,Ohio,OH,41.4767,-81.6805

426,cmp,st philip episcopal church,Columbus,Ohio,OH,39.9860,-82.9851

427,cmp,millennuim community school,Columbus,Ohio,OH,39.9860,-82.9851

428,cmp,sanctuary church of god,East canton,Ohio,OH,40.7890,-81.2837

429,cmp,empowerment church,East cleveland,Ohio,OH,41.5318,-81.5795

430,cmp,sharks inc,Euclid,Ohio,OH,41.5904,-81.5188

431,cmp,the marcus project,Grove city,Ohio,OH,39.8659,-83.0692

432,cmp,american electric power,Jackson,Ohio,OH,39.0460,-82.6493

433,cmp,kitten k9 crusade,Lorain,Ohio,OH,41.4409,-82.1840

434,cmp,premier physician network,Morrow,Ohio,OH,39.3500,-84.1231

435,cmp,licking county educational service center,Newark,Ohio,OH,40.0705,-82.4251

436,cmp,blessed sacrament school,Newark,Ohio,OH,40.0705,-82.4251

437,cmp,rotary club of tiffin,Tiffin,Ohio,OH,41.1165,-83.1805

438,cmp,"city of zion, the mt. zion church, inc.",Toledo,Ohio,OH,41.6639,-83.5822

439,cmp,western & southern financial fund,Van wert,Ohio,OH,40.8653,-84.5873

440,cmp,community coats,Versailles,Ohio,OH,40.2225,-84.4831

441,cmp,community volunteer council,Warren,Ohio,OH,41.2390,-80.8174

442,cmp,youngstown rotary foundation,Youngstown,Ohio,OH,41.0993,-80.6463

443,cmp,comanche nation epa,Lawton,Oklahoma,OK,34.6176,-98.4203

444,cmp,"elks lodge #1320 miami, ok",Miami,Oklahoma,OK,36.8877,-94.8718

445,cmp,paying it forward,Rocky,Oklahoma,OK,35.1560,-99.0594

446,cmp,jefferson county library,Madras,Oregon,OR,44.6425,-121.1316

447,cmp,portland village school,Portland,Oregon,OR,45.5371,-122.6500

448,cmp,rich youth worship center,Allentown,Pennsylvania,PA,40.5961,-75.4755

449,cmp,thomas jefferson elementary school,Bethlehem,Pennsylvania,PA,40.6266,-75.3679

450,cmp,hearts organizations,Carbondale,Pennsylvania,PA,41.5714,-75.5048

451,cmp,national giving alliance,Castle shannon,Pennsylvania,PA,40.3665,-80.0194

452,cmp,the women's circle,Chester,Pennsylvania,PA,39.8456,-75.3719

453,cmp,philadelphia region church of god of propuecy,Chester,Pennsylvania,PA,39.8456,-75.3719

454,cmp,primera igesia restauracion y vida inc.,Chester,Pennsylvania,PA,39.8456,-75.3719

455,cmp,upper darby kindergarten center,Drexel hill,Pennsylvania,PA,39.9495,-75.3039

456,cmp,foodnastics,Drexel hill,Pennsylvania,PA,39.9495,-75.3039

457,cmp,"keeping faith in our children ressler, torres, toro, nolan",Ephrata,Pennsylvania,PA,40.1811,-76.1812

458,cmp,sarah a. reed children's center,Erie,Pennsylvania,PA,42.1168,-80.0733

459,cmp,coat rescue,Harrisburg,Pennsylvania,PA,40.2752,-76.8843

460,cmp,heavenly impact preschool,Harrisburg,Pennsylvania,PA,40.2752,-76.8843

461,cmp,elks lodge hazelton 200,Hazleton,Pennsylvania,PA,40.9504,-75.9724

462,cmp,the refuge hub,Lansdale,Pennsylvania,PA,40.2417,-75.2812

463,cmp,communities in schools of pennsylvania,Lebanon,Pennsylvania,PA,40.3412,-76.4228

464,cmp,salvation army levittown,Levittown,Pennsylvania,PA,40.1537,-74.8530

465,cmp,rotary club of hamlin lake ariel,Moscow,Pennsylvania,PA,41.3417,-75.5316

466,cmp,bridge community church,Nicholson,Pennsylvania,PA,41.6269,-75.7862

467,cmp,garden of prayer church of god in christ,Philadelphia,Pennsylvania,PA,40.0077,-75.1339

468,cmp,18th district community townwatch,Philadelphia,Pennsylvania,PA,40.0077,-75.1339

469,cmp,norris square childrens center,Philadelphia,Pennsylvania,PA,40.0077,-75.1339

470,cmp,zion lutheran church & childcare,Philadelphia,Pennsylvania,PA,40.0077,-75.1339

471,cmp,williams temple christian methodist episcopal church,Philadelphia,Pennsylvania,PA,40.0077,-75.1339

472,cmp,"ray of hope project, inc.",Philadelphia,Pennsylvania,PA,40.0077,-75.1339

473,cmp,team cheka,Philadelphia,Pennsylvania,PA,40.0077,-75.1339

474,cmp,28th street family,Philadelphia,Pennsylvania,PA,40.0077,-75.1339

475,cmp,22nd police district advisory council,Philadelphia,Pennsylvania,PA,40.0077,-75.1339

476,cmp,amatullah's treasures,Philadelphia,Pennsylvania,PA,40.0077,-75.1339

477,cmp,acelero learning head start,Philadelphia,Pennsylvania,PA,40.0077,-75.1339

478,cmp,galaei,Philadelphia,Pennsylvania,PA,40.0077,-75.1339

479,cmp,ach clear pathways,Pittsburgh,Pennsylvania,PA,40.4396,-79.9763

480,cmp,gloria's kids,Pittsburgh,Pennsylvania,PA,40.4396,-79.9763

481,cmp,sara castillo,Reading,Pennsylvania,PA,40.3400,-75.9267

482,cmp,acts of kindness,Yeadon,Pennsylvania,PA,39.9324,-75.2527

484,cmp,pure treadurez social club,Florence,South carolina,SC,34.1782,-79.7872

485,cmp,kiwanis aktion club upstate sc,Simpsonville,South carolina,SC,34.7291,-82.2572

486,cmp,rosebud economic development corporation,Mission,South dakota,SD,43.3063,-100.6610

487,cmp,kiwanis cub of norwood,Knoxville,Tennessee,TN,35.9692,-83.9496

488,cmp,memphis college prep,Memphis,Tennessee,TN,35.1046,-89.9773

489,cmp,memphis district prince hall masons-central,Memphis,Tennessee,TN,35.1046,-89.9773

490,cmp,new vision community project,Memphis,Tennessee,TN,35.1046,-89.9773

491,cmp,mu sigma sigma rhoer club,Memphis,Tennessee,TN,35.1046,-89.9773

492,cmp,shelby county schools/ robert r. church school,Memphis,Tennessee,TN,35.1046,-89.9773

493,cmp,my brother & me,Nashville,Tennessee,TN,36.1715,-86.7843

494,cmp,new unity church,Nashville,Tennessee,TN,36.1715,-86.7843

495,cmp,calvert hs fca,Calvert,Texas,TX,30.9791,-96.6716

496,cmp,trinity basin preparatory - jefferson,Dallas,Texas,TX,32.7936,-96.7662

497,cmp,dallas south women's association,Dallas,Texas,TX,32.7936,-96.7662

498,cmp,young money sports agency,Dallas,Texas,TX,32.7936,-96.7662

499,cmp,a.w.brown leadership academy,Dallas,Texas,TX,32.7936,-96.7662

500,cmp,nakeda lindsey family,Dallas,Texas,TX,32.7936,-96.7662

501,cmp,infinite hands initiative (ihi),Friendswood,Texas,TX,29.5112,-95.1979

502,cmp,bullock chapel cme church c/o we care-we share,Garland,Texas,TX,32.9100,-96.6305

503,cmp,osborne elementary,Houston,Texas,TX,29.7869,-95.3905

504,cmp,"eyes on me, inc.",Houston,Texas,TX,29.7869,-95.3905

505,cmp,ng foundation inc,Killeen,Texas,TX,31.0755,-97.7297

506,cmp,no one left behind church,Midland,Texas,TX,32.0249,-102.1137

507,cmp,juarez lincoln high school migrant club,Mission,Texas,TX,26.2040,-98.3251

508,cmp,salvation army of paris texas,Paris,Texas,TX,33.6689,-95.5462

509,cmp,garfield elementary pisd,Pasadena,Texas,TX,29.6584,-95.1499

510,cmp,"port arthur top ladies of distinction, inc. & top teens",Port arthur,Texas,TX,29.8554,-93.9264

511,cmp,world action revival ministries,Rockwall,Texas,TX,32.9170,-96.4377

512,cmp,on the border,Rockwall,Texas,TX,32.9170,-96.4377

513,cmp,metropolitan dream center,Rockwall,Texas,TX,32.9170,-96.4377

514,cmp,jennie yoshimoto team,San antonio,Texas,TX,29.4658,-98.5254

515,cmp,kindred elementary,San antonio,Texas,TX,29.4658,-98.5254

516,cmp,belton central early head start,Temple,Texas,TX,31.1076,-97.3894

517,cmp,ywca utah,Salt lake city,Utah,UT,40.7774,-111.9300

518,cmp,granger elementary school pta,West valley city,Utah,UT,40.6889,-112.0115

519,cmp,onancock elks lodge #1766,Accomac,Virginia,VA,37.7196,-75.6673

520,cmp,the campagna center,Alexandria,Virginia,VA,38.8185,-77.0861

521,cmp,hope for humanity,Burtonsville,Maryland,MD,39.1166,-76.9356

522,cmp,kiwians club,Hampton,Virginia,VA,37.0551,-76.3629

523,cmp,jmu students,Harrisonburg,Virginia,VA,38.4362,-78.8735

524,cmp,neighborhood & community services,Manassas,Virginia,VA,38.7479,-77.4838

525,cmp,petersburg bureau of police,Petersburg,Virginia,VA,37.2043,-77.3913

526,cmp,rps classes of 1972,Richmond,Virginia,VA,37.5295,-77.4756

527,cmp,healing hearts,Springfield,Virginia,VA,38.7809,-77.1839

528,cmp,rotary club of strasburg,Stephens city,Virginia,VA,39.0902,-78.2230

529,cmp,boost others,Vienna,Virginia,VA,38.8996,-77.2597

530,cmp,lakeland hills elementary,Auburn,Washington,WA,47.3041,-122.2110

531,cmp,kiwanis club of gig harbor,Gig harbor,Washington,WA,47.3352,-122.5968

532,cmp,quincy cares,Quincy,Washington,WA,47.2347,-119.8522

533,cmp,love thy neighbor,Tacoma,Washington,WA,47.2431,-122.4531

534,cmp,hough elementary school,Vancouver,Washington,WA,45.6367,-122.5970

535,cmp,adams county sheriffs dept. coats for kids,Friendship,Wisconsin,WI,43.9720,-89.8202

536,cmp,clara mohammed school,Milwaukee,Wisconsin,WI,43.0642,-87.9673

537,cmp,emerson elementary school,Milwaukee,Wisconsin,WI,43.0642,-87.9673

538,cmp,rocketship southside community prep,Milwaukee,Wisconsin,WI,43.0642,-87.9673

539,cmp,new beginnings are possible,Milwaukee,Wisconsin,WI,43.0642,-87.9673

540,cmp,froedtert,Milwaukee,Wisconsin,WI,43.0642,-87.9673

541,cmp,holy temple firstborn m.b.c.,Milwaukee,Wisconsin,WI,43.0642,-87.9673

542,cmp,hometeam4u- stark company realtors,Sun prairie,Wisconsin,WI,43.1827,-89.2357

543,cmp,altar'd state,Wauwatosa,Wisconsin,WI,43.0615,-88.0347

544,wishlist,auburn early headstart,Mobile,Alabama,AL,30.6782,-88.1163

545,wishlist,phil campbell christmas,Phil campbell,Alabama,AL,34.3519,-87.7062

546,wishlist,westend academy,Birmingham,Alabama,AL,33.5277,-86.7987

547,wishlist,mobile community closet,Anchorage,Alaska,AK,61.1508,-149.1091

548,wishlist,wendler middle school,Anchorage,Alaska,AK,61.1508,-149.1091

549,wishlist,pan american charter school,Phoenix,Arizona,AZ,33.5722,-112.0891

550,wishlist,gateway early college high school,Phoenix,Arizona,AZ,33.5722,-112.0891

551,wishlist,madrid neighborhood school,Phoenix,Arizona,AZ,33.5722,-112.0891

552,wishlist,hopi day school,Kykotsmovi village,Arizona,AZ,35.8576,-110.6338

553,wishlist,bright futures berryville,Berryville,Arkansas,AR,36.3713,-93.5705

554,wishlist,big brothers big sisters of nwa,Fayetteville,Arkansas,AR,36.0713,-94.1660

555,wishlist,camino nuevo early childhood campus,Los angeles,California,CA,34.1139,-118.4068

556,wishlist,jefferson head start,Corona,California,CA,33.8620,-117.5641

557,wishlist,rise 4 the people inc,Yucca valley,California,CA,34.1234,-116.4216

558,wishlist,hooper primary center,Los angeles,California,CA,34.1139,-118.4068

559,wishlist,santa rosa deaf church,Windsor,California,CA,38.5418,-122.8086

560,wishlist,liggett elementary,Panorama city,California,CA,34.2276,-118.4424

561,wishlist,oak park preschool inc.,Sacramento,California,CA,38.5667,-121.4683

562,wishlist,kipp academy of opportunity,Los angeles,California,CA,34.1139,-118.4068

563,wishlist,st.vincentian conference of the 103 saints korean catholic center,Torrance,California,CA,33.8346,-118.3417

564,wishlist,orosi high school,Orosi,California,CA,36.5434,-119.2903

565,wishlist,friends of south dos palos,Dos palos,California,CA,36.9854,-120.6337

566,wishlist,conestoga public school,"Brampton, ontario",California,CA,,

567,wishlist,california friends that help friends,Pomona,California,CA,34.0585,-117.7626

568,wishlist,112th street steam academy school,Los angeles,California,CA,34.1139,-118.4068

569,wishlist,international community school,Oakland,California,CA,37.7903,-122.2165

570,wishlist,balderas elementary school,Fresno,California,CA,36.7831,-119.7941

571,wishlist,icef view park preparatory elementary and middle school,Los angeles,California,CA,34.1139,-118.4068

572,wishlist,esms,Los angeles,California,CA,34.1139,-118.4068

573,wishlist,wesbow methodist church,Los angeles,California,CA,34.1139,-118.4068

574,wishlist,"act's of compassion, inc.",Carson,California,CA,33.8374,-118.2559

575,wishlist,county of riverside,San jacinto,California,CA,33.7970,-116.9915

576,wishlist,martin luther king jr. elementary school,Oakland,California,CA,37.7903,-122.2165

577,wishlist,palm vista elementary school pto,Twentynine palms,California,CA,34.1478,-116.0659

578,wishlist,union avenue elementary school,Los angeles,California,CA,34.1139,-118.4068

579,wishlist,save the children,Fresno,California,CA,36.7831,-119.7941

580,wishlist,reach academy,Oakland,California,CA,37.7903,-122.2165

581,wishlist,fulton academy of excellence,Aurora,Colorado,CO,39.7084,-104.7274

582,wishlist,ricardo flores magon academy,Denver,Colorado,CO,39.7621,-104.8759

583,wishlist,families against violent acts,Denver,Colorado,CO,39.7621,-104.8759

584,wishlist,dcis at ford,Denver,Colorado,CO,39.7621,-104.8759

585,wishlist,tollgate elementary school,Aurora,Colorado,CO,39.7084,-104.7274

586,wishlist,strive prep montbello,Denver,Colorado,CO,39.7621,-104.8759

587,wishlist,denver public schools (face),Denver,Colorado,CO,39.7621,-104.8759

588,wishlist,denver public schools family and community engagement,Denver,Colorado,CO,39.7621,-104.8759

589,wishlist,compass academy,Denver,Colorado,CO,39.7621,-104.8759

590,wishlist,strive prep westwood,Denver,Colorado,CO,39.7621,-104.8759

591,wishlist,monaco elementary,Commerce city,Colorado,CO,39.8643,-104.8433

592,wishlist,rocky mountain prep,Aurora,Colorado,CO,39.7084,-104.7274

593,wishlist,crawford elementary school,Aurora,Colorado,CO,39.7084,-104.7274

594,wishlist,midland international elementary,Colorado springs,Colorado,CO,38.8674,-104.7606

595,wishlist,pikes peak park baptist church,Colorado springs,Colorado,CO,38.8674,-104.7606

596,wishlist,city year denver - americorps,Denver,Colorado,CO,39.7621,-104.8759

597,wishlist,"center for work, education and employment",Denver,Colorado,CO,39.7621,-104.8759

598,wishlist,rocky mountain prep creekside,Denver,Colorado,CO,39.7621,-104.8759

599,wishlist,grand view elementary school,Frederick,Colorado,CO,40.1095,-104.9670

600,wishlist,fort logan northgate,Denver,Colorado,CO,39.7621,-104.8759

601,wishlist,denver public schools homeless education network,Denver,Colorado,CO,39.7621,-104.8759

602,wishlist,aurora community school,Aurora,Colorado,CO,39.7084,-104.7274

603,wishlist,centennial school district r-1,San luis,Colorado,CO,37.2023,-105.4224

604,wishlist,open door ministries,Denver,Colorado,CO,39.7621,-104.8759

605,wishlist,denver housing authority,Denver,Colorado,CO,39.7621,-104.8759

606,wishlist,bishop elementary,Englewood,Colorado,CO,39.6468,-104.9942

607,wishlist,florida pitt waller,Denver,Colorado,CO,39.7621,-104.8759

608,wishlist,ashley elementary school,Denver,Colorado,CO,39.7621,-104.8759

609,wishlist,paris elementary schools,Aurora,Colorado,CO,39.7084,-104.7274

610,wishlist,dr. reginald mayo early learning school room 220,New haven,Connecticut,CT,41.3112,-72.9246

611,wishlist,lulac head start,New haven,Connecticut,CT,41.3112,-72.9246

612,wishlist,springdale elementary school,Stamford,Connecticut,CT,41.1035,-73.5583

613,wishlist,luis munoz marrin school,Bridgeport,Connecticut,CT,41.1918,-73.1953

614,wishlist,hra of new britain,New britain,Connecticut,CT,41.6758,-72.7862

615,wishlist,skane school,Bridgeport,Connecticut,CT,41.1918,-73.1953

616,wishlist,kinsella magnet pto,Hartford,Connecticut,CT,41.7661,-72.6834

617,wishlist,john winthrop elementary school,Bridgeport,Connecticut,CT,41.1918,-73.1953

618,wishlist,fair haven school,New haven,Connecticut,CT,41.3112,-72.9246

619,wishlist,wilson-gray ymca,Hartford,Connecticut,CT,41.7661,-72.6834

620,wishlist,harry o. eisenberg elementary school,New castle,Delaware,DE,39.6685,-75.5692

621,wishlist,wilmington job corps,Wilmington,Delaware,DE,39.7415,-75.5413

622,wishlist,glorious full gospel tabernacle church,Wilmington,Delaware,DE,39.7415,-75.5413

623,wishlist,lam @ the resurrection center,Wilmington,Delaware,DE,39.7415,-75.5413

624,wishlist,jefe society,Wilmington,Delaware,DE,39.7415,-75.5413

625,wishlist,canaan baptist church,New castle,Delaware,DE,39.6685,-75.5692

626,wishlist,castle hills elementary,New castle,Delaware,DE,39.6685,-75.5692

627,wishlist,new directions early head start,Newark,Delaware,DE,39.6776,-75.7573

628,wishlist,north georgetown elementary,Georgetown,Delaware,DE,38.6899,-75.3872

629,wishlist,darley road elementary school,Claymont,Delaware,DE,39.8032,-75.4606

630,wishlist,r.c.c.g faith chapel,Wilmington,Delaware,DE,39.7415,-75.5413

631,wishlist,gospel temple baptist church,New castle,Delaware,DE,39.6685,-75.5692

632,wishlist,urban promise academy,Wilmington,Delaware,DE,39.7415,-75.5413

633,wishlist,new light church,Wilmington,Delaware,DE,39.7415,-75.5413

634,wishlist,"a child's world, llc",Bear,Delaware,DE,39.6188,-75.6804

635,wishlist,georgetown middle school,Georgetown,Delaware,DE,38.6899,-75.3872

636,wishlist,milford high school pay it forward program,Houston,Delaware,DE,38.9174,-75.5039

637,wishlist,serviam girls academy,New castle,Delaware,DE,39.6685,-75.5692

638,wishlist,the grow place,New castle,Delaware,DE,39.6685,-75.5692

639,wishlist,early childhood assistance program,Wilmington,Delaware,DE,39.7415,-75.5413

640,wishlist,manna academy,Wilmington,Delaware,DE,39.7415,-75.5413

641,wishlist,out reach ministry,Wilmington,Delaware,DE,39.7415,-75.5413

642,wishlist,little arrows christian academy,Wilmington,Delaware,DE,39.7415,-75.5413

643,wishlist,eastside charter school,Wilmington,Delaware,DE,39.7415,-75.5413

644,wishlist,glorious church,Wilmington,Delaware,DE,39.7415,-75.5413

645,wishlist,united church,Dover,Delaware,DE,39.1610,-75.5203

646,wishlist,delmarva clergy united in social action,Ellendale,Delaware,DE,38.8103,-75.4250

647,wishlist,schuele (jennifer) household,Wilmington,Delaware,DE,39.7415,-75.5413

648,wishlist,boys town washington d.c.,Washington,District of columbia,DC,38.9047,-77.0163

649,wishlist,washington global pcs,Washington,District of columbia,DC,38.9047,-77.0163

650,wishlist,student working to achieve goals llc,Washington,District of columbia,DC,38.9047,-77.0163

651,wishlist,tubman elementary school,Washington,District of columbia,DC,38.9047,-77.0163

652,wishlist,bridges public charter school,Washington,District of columbia,DC,38.9047,-77.0163

653,wishlist,achievement prep charter school,Washington,District of columbia,DC,38.9047,-77.0163

654,wishlist,eagle academy public charter school,Washington,District of columbia,DC,38.9047,-77.0163

655,wishlist,washington dc firefighters,Washington,District of columbia,DC,38.9047,-77.0163

656,wishlist,appletree @ achievement prep academy,Washington,District of columbia,DC,38.9047,-77.0163

657,wishlist,"victory christian ministries international, dc","Ne""",Washington,WA,,

658,wishlist,national children's center (ncc),Washington,District of columbia,DC,38.9047,-77.0163

659,wishlist,bridges public charter school,Washington,District of columbia,DC,38.9047,-77.0163

660,wishlist,harmony dc pcs,Washington,District of columbia,DC,38.9047,-77.0163

661,wishlist,e.l. haynes public charter school,Washington,District of columbia,DC,38.9047,-77.0163

662,wishlist,"community vision, inc.",Washington,District of columbia,DC,38.9047,-77.0163

663,wishlist,santa rosa adult school,Milton,Florida,FL,30.6286,-87.0522

664,wishlist,palm bay,Panama city,Florida,FL,30.1995,-85.6003

665,wishlist,90 works,Pensacola,Florida,FL,30.4427,-87.1886

666,wishlist,hyde park elementary,Jacksonville,Florida,FL,30.3322,-81.6749

667,wishlist,gather at your table ministries,Panama city,Florida,FL,30.1995,-85.6003

668,wishlist,team kareem memorial foundation,Kissimmee,Florida,FL,28.3042,-81.4164

669,wishlist,covenant homeless family shelter inc.,Florida city,Florida,FL,25.4418,-80.4685

670,wishlist,little river,Orlando,Florida,FL,28.4772,-81.3369

671,wishlist,m&a community outreach center inc,Pensacola,Florida,FL,30.4427,-87.1886

672,wishlist,revelation and deliverance outreach inc.,Milledgeville,Georgia,GA,33.0874,-83.2414

673,wishlist,atlanta mission,Atlanta,Georgia,GA,33.7627,-84.4225

674,wishlist,shadow rock elementary schools,Lithonia,Georgia,GA,33.7129,-84.1061

675,wishlist,cozy kidz,Bonaire,Georgia,GA,32.5438,-83.5960

676,wishlist,mountainside sda church,Decatur,Georgia,GA,33.7711,-84.2968

677,wishlist,marion county schools,Buena vista,Georgia,GA,32.3188,-84.5177

678,wishlist,futures program-pioneer resa,Gillsville,Georgia,GA,34.3095,-83.6381

679,wishlist,success center,Augusta,Georgia,GA,33.3645,-82.0708

680,wishlist,dresden elementary school,Chamblee,Georgia,GA,33.8842,-84.3008

681,wishlist,uawa teen outreach,Stockbridge,Georgia,GA,33.5253,-84.2294

682,wishlist,above the rim buford,Buford,Georgia,GA,34.1187,-83.9915

683,wishlist,church street elementary,Riverdale,Georgia,GA,33.5639,-84.4103

684,wishlist,freedom riders,Aragon,Georgia,GA,34.0459,-85.0570

685,wishlist,kingdom of new life ministries inc.,Attapulgus,Georgia,GA,30.7495,-84.4839

686,wishlist,"dare to eempower, inc",Jonesboro,Georgia,GA,33.5212,-84.3541

687,wishlist,cherokee takedown club,Canton,Georgia,GA,34.2466,-84.4901

688,wishlist,enrich,Atlanta,Georgia,GA,33.7627,-84.4225

689,wishlist,byron elementary school,Byron,Georgia,GA,32.6475,-83.7540

690,wishlist,psp americorps vista,Augusta,Georgia,GA,33.3645,-82.0708

691,wishlist,a baby?s helping hand,Atlanta,Georgia,GA,33.7627,-84.4225

692,wishlist,cascade elementary school,Atlanta,Georgia,GA,33.7627,-84.4225

693,wishlist,cup of grace ministries,Spirit lake,Idaho,ID,47.9660,-116.8701

694,wishlist,north star charter school,Eagle,Idaho,ID,43.7223,-116.3861

695,wishlist,meat & potatoes catering,Fruitland,Idaho,ID,44.0196,-116.9222

696,wishlist,hephzibah children's association,Oak park,Illinois,IL,41.8872,-87.7899

697,wishlist,girl scouts of englewood,Chicago,Illinois,IL,41.8373,-87.6862

698,wishlist,esmond elementary,Chicago,Illinois,IL,41.8373,-87.6862

699,wishlist,lighthouse of hope church,Belleville,Illinois,IL,38.5165,-89.9900

700,wishlist,george w. tilton pac,Chicago,Illinois,IL,41.8373,-87.6862

701,wishlist,valued life community development center title 1,Lansing,Illinois,IL,41.5648,-87.5462

702,wishlist,madison early childhood education center,Elmhurst,Illinois,IL,41.8973,-87.9432

